City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,ginir,7.1333,40.7,18.77,67,73,1.62,ET,1697296405
298,verkhnevilyuysk,63.4453,120.3167,-7.33,90,7,2.09,RU,1697296405
299,mae sot,16.7167,98.5667,23.46,98,91,0.64,TH,1697296405
300,geraldton,-28.7667,114.6,18.23,72,0,1.54,AU,1697296405
301,ternate,0.8,127.4,27.08,83,100,1.98,ID,1697296405
302,moth,25.7167,78.95,30.56,30,8,1.89,IN,1697296405
303,oliver,49.1831,-119.5524,10.95,87,96,0.0,CA,1697296405
304,yelizovo,53.1873,158.3805,5.06,100,100,4.02,RU,1697296406
305,howrah,22.5892,88.3103,29.0,79,20,0.0,IN,1697296406
306,luninyets,52.2472,26.8047,22.26,46,6,7.98,BY,1697296406
307,proletariy,58.4342,31.7046,13.4,81,100,7.51,RU,1697296406
308,sombor,45.7742,19.1122,25.95,38,8,3.97,RS,1697296406
309,gamba,-2.65,10.0,25.49,86,100,3.36,GA,1697296406
310,ciudad lazaro cardenas,17.9583,-102.2,27.52,80,22,1.67,MX,1697296406
311,bucerias,20.75,-105.3333,28.88,83,0,2.06,MX,1697296407
312,o carballino,42.4316,-8.079,20.97,59,63,1.73,ES,1697296407
313,petropavlovsk-kamchatsky,53.0452,158.6483,4.32,73,100,6.71,RU,1697296407
314,yuzhno-kurilsk,44.0306,145.8556,14.1,69,100,2.07,RU,1697296407
315,fort bragg,35.139,-79.006,20.75,96,100,1.54,US,1697296407
316,mount isa,-20.7333,139.5,21.87,17,16,4.63,AU,1697296407
317,aykhal,66.0,111.5,-7.74,73,6,1.34,RU,1697296408
318,tambura,5.6,27.4667,29.84,61,76,2.25,SS,1697296408
319,big bend,-26.8167,31.9333,24.38,46,27,6.72,SZ,1697296137
320,warman,52.3168,-106.5679,5.5,75,10,4.32,CA,1697296289
321,el bolson,-41.9667,-71.5167,11.17,62,39,2.21,AR,1697296408
322,howard springs,-12.497,131.047,27.95,66,61,0.93,AU,1697296409
323,the dalles,45.5946,-121.1787,13.57,91,100,1.54,US,1697296409
324,ipilan,8.8431,117.9033,27.04,85,98,3.22,PH,1697296409
325,cabo san lucas,22.8909,-109.9124,27.64,70,20,4.63,MX,1697296188
326,nuriootpa,-34.4833,139.0,12.12,89,100,3.71,AU,1697296409
327,alofi,-19.0595,-169.9187,23.81,81,22,6.73,NU,1697296409
328,junin de los andes,-39.9504,-71.0694,13.19,37,85,1.8,AR,1697296409
329,tarawa,1.419,172.984,27.05,89,75,1.03,KI,1697296409
330,cacheu,12.2706,-16.1658,32.05,50,64,2.42,GW,1697296410
331,krasnyy yar,46.5331,48.3456,18.86,58,45,2.82,RU,1697296410
332,forster,-32.1667,152.5167,16.15,53,0,3.19,AU,1697296410
333,coron,11.9986,120.2043,26.53,85,98,1.43,PH,1697296410
334,ornskoldsvik,63.2909,18.7153,7.53,76,40,3.09,SE,1697296410
335,mundri,-6.9558,111.71,27.18,73,38,2.08,ID,1697296410
336,nagqu,31.5,92.0,-0.48,46,97,1.14,CN,1697296410
337,timbuktu,16.7735,-3.0074,39.29,9,1,3.87,ML,1697296411
338,punta arenas,-53.15,-70.9167,11.06,50,75,10.8,CL,1697296253
339,taikang,46.8333,124.4167,12.7,32,46,8.63,CN,1697296411
340,kavaratti,10.5669,72.642,27.48,78,100,5.26,IN,1697296411
341,bandar-e lengeh,26.5579,54.8807,30.95,60,0,2.43,IR,1697296411
342,emerald,-23.5333,148.1667,19.63,27,0,3.76,AU,1697296411
343,gambiran satu,-8.3939,114.1464,22.53,84,75,0.91,ID,1697296411
344,comodoro rivadavia,-45.8667,-67.5,14.66,46,7,3.4,AR,1697296412
345,la reforma,25.0833,-108.05,26.8,73,0,1.39,MX,1697296412
346,buurhakaba,2.8026,44.0781,33.15,40,36,6.87,SO,1697296412
347,ribadesella,43.4614,-5.0596,17.75,84,99,3.57,ES,1697296412
348,sao paulo de olivenca,-3.3783,-68.8725,34.38,43,36,1.31,BR,1697296412
349,darovskoy,58.77,47.9564,6.02,85,100,3.94,RU,1697296412
350,pontian kechil,1.4866,103.3896,28.89,84,46,2.99,MY,1697296412
351,arraial do cabo,-22.9661,-42.0278,21.92,83,75,6.17,BR,1697296413
352,bel ombre,-4.6167,55.4167,26.91,83,40,2.06,SC,1697296413
353,olinda,-8.0089,-34.8553,29.85,58,40,5.14,BR,1697296215
354,holualoa,19.6228,-155.9522,24.93,80,0,3.09,US,1697296334
355,nogliki,51.8333,143.1667,7.97,77,95,5.36,RU,1697296413
356,tangalle,6.024,80.7911,26.09,88,84,2.88,LK,1697296413
357,isfara,40.1265,70.6253,9.55,40,11,1.62,TJ,1697296413
358,sinjar,36.3209,41.8754,26.57,20,0,0.79,IQ,1697296414
359,borzya,50.3833,116.5167,3.92,35,0,7.37,RU,1697296414
360,ndele,8.4109,20.6473,28.8,74,93,1.38,CF,1697296414
361,plettenberg bay,-34.0527,23.3716,16.96,76,65,8.57,ZA,1697296414
362,kailua-kona,19.6406,-155.9956,27.0,84,0,3.09,US,1697296363
363,praia da vitoria,38.7333,-27.0667,23.14,73,20,4.54,PT,1697296414
364,beloyarskiy,63.7119,66.6722,5.56,87,97,2.24,RU,1697296414
365,loango,-4.6719,11.8312,28.81,74,20,6.17,CG,1697296415
366,nuku'alofa,-21.1333,-175.2,22.19,83,75,2.57,TO,1697296316
367,whiteville,34.3388,-78.7031,24.08,89,84,3.6,US,1697296415
368,sao vicente,-23.9631,-46.3919,21.26,62,100,1.34,BR,1697296415
369,hadibu,12.65,54.0333,27.56,76,52,2.97,YE,1697296415
370,faya-largeau,17.9257,19.1043,37.54,11,0,7.18,TD,1697296415
371,moussoro,13.6408,16.4901,39.62,11,5,5.54,TD,1697296415
372,kotlas,61.2611,46.6556,5.59,66,100,3.13,RU,1697296415
373,kruisfontein,-34.0033,24.7314,15.9,68,88,6.33,ZA,1697296416
374,fale old settlement,-9.3852,-171.2468,28.64,71,72,9.07,TK,1697296416
375,bossangoa,6.4926,17.4552,27.21,81,99,1.34,CF,1697296416
376,san luis de la loma,17.2706,-100.8939,28.47,79,61,0.71,MX,1697296416
377,waingapu,-9.6567,120.2641,26.54,81,6,3.75,ID,1697296416
378,san jeronimo de juarez,17.1333,-100.4667,28.49,78,57,0.33,MX,1697296416
379,tahlequah,35.9154,-94.97,12.12,66,67,4.12,US,1697296417
380,grenaa,56.4158,10.8783,11.12,79,50,15.51,DK,1697296417
381,chuguyevka,44.1653,133.8633,10.29,69,99,1.42,RU,1697296417
382,portoferraio,42.8115,10.3146,26.49,69,40,2.06,IT,1697296418
383,kalevala,65.2,31.1667,1.72,96,100,8.05,RU,1697296419
384,tyazhinskiy,56.116,88.524,8.96,64,99,6.36,RU,1697296419
385,nadym,65.5333,72.5167,3.54,91,100,3.18,RU,1697296419
386,brownwood,31.7093,-98.9912,15.62,44,0,5.66,US,1697296421
387,kinkala,-4.3614,14.7644,22.44,94,100,0.62,CG,1697296422
388,siwa oasis,29.2041,25.5195,27.9,27,0,5.32,EG,1697296422
389,paidha,2.4167,30.9855,23.26,73,78,0.74,UG,1697296422
390,rabaul,-4.1967,152.1721,26.16,83,61,2.7,PG,1697296423
391,eagle mountain,40.3141,-112.0069,11.43,70,100,1.43,US,1697296400
392,eyl,7.9803,49.8164,28.09,73,0,4.82,SO,1697296423
393,leninskiy,54.2781,37.4558,12.4,66,84,7.77,RU,1697296423
394,ar rutbah,33.0381,40.2848,27.94,24,0,4.97,IQ,1697296424
395,hammerfest,70.6634,23.6821,-1.75,86,82,2.06,NO,1697296424
396,mbekenyera,-10.0,38.9833,29.62,55,41,5.07,TZ,1697296424
397,ocean city,39.2776,-74.5746,17.01,75,73,2.24,US,1697296181
398,east ballina,-28.8667,153.5833,17.27,91,8,3.06,AU,1697296424
399,karatas,36.582,35.3701,28.36,62,1,2.87,TR,1697296424
400,rongelap,11.1635,166.8941,28.03,77,100,2.61,MH,1697296425
401,sovetskaya gavan',48.9723,140.2878,10.61,82,32,2.06,RU,1697296425
402,haiku-pauwela,20.9219,-156.3051,23.91,84,100,2.06,US,1697296425
403,sisimiut,66.9395,-53.6735,0.33,87,100,6.55,GL,1697296425
404,raton,36.9034,-104.4391,2.34,70,0,0.0,US,1697296425
405,mitsamiouli,-11.3847,43.2844,26.65,83,26,5.85,KM,1697296425
406,fecamp,49.7579,0.3746,13.49,64,74,6.61,FR,1697296425
407,minas de marcona,-15.2119,-75.1103,19.49,59,43,5.03,PE,1697296425
408,la'ie,21.6477,-157.9253,23.98,86,3,2.43,US,1697296426
409,salumbar,24.1333,74.05,27.77,41,0,1.08,IN,1697296426
410,mora,11.0461,14.1401,38.4,15,8,1.33,CM,1697296427
411,tura,25.5198,90.2201,21.16,86,0,1.11,IN,1697296427
412,gongchangling,41.1167,123.45,10.22,88,0,1.75,CN,1697296427
413,flying fish cove,-10.4217,105.6791,24.82,94,100,3.6,CX,1697296428
414,happy valley-goose bay,53.3168,-60.3315,7.17,93,100,9.77,CA,1697296428
415,belyy yar,53.6039,91.3903,-1.06,100,89,1.0,RU,1697296428
416,valparaiso,-33.0393,-71.6273,17.22,64,75,5.14,CL,1697296428
417,puerto baquerizo moreno,-0.9,-89.6,24.29,82,89,5.95,EC,1697296428
418,cascais,38.6979,-9.4215,25.84,68,20,4.63,PT,1697296266
419,rengasdengklok,-6.1592,107.2981,29.07,71,100,1.67,ID,1697296428
420,viedma,-40.8135,-62.9967,22.47,24,76,6.6,AR,1697296428
421,brady,31.1352,-99.3351,16.87,41,0,6.69,US,1697296429
422,nar'yan-mar,67.6713,53.087,-2.16,93,78,1.79,RU,1697296429
423,birjand,32.8663,59.2211,20.26,26,40,2.06,IR,1697296429
424,nowy dwor mazowiecki,52.4302,20.7165,18.47,85,40,5.66,PL,1697296429
425,tari,12.4086,4.4914,38.17,17,47,3.56,NG,1697296429
426,puri,19.8,85.85,28.29,73,31,3.99,IN,1697296429
427,san lawrenz,36.0553,14.204,25.67,73,0,5.36,MT,1697296429
428,trinity beach,-16.7888,145.6968,21.12,88,42,2.06,AU,1697296430
429,traverse city,44.7631,-85.6206,13.11,74,40,6.17,US,1697296378
430,shelton,41.3165,-73.0932,14.45,82,100,1.54,US,1697296430
431,qianjiang,30.4151,112.8859,19.71,55,0,0.75,CN,1697296430
432,tenenkou,14.4572,-4.9169,40.34,14,79,3.15,ML,1697296430
433,onega,63.9061,38.1404,3.75,82,100,6.71,RU,1697296430
434,leua,48.2156,18.6071,23.61,56,15,1.69,SK,1697296430
435,sehwan,26.4279,67.863,32.9,42,0,4.8,PK,1697296431
436,dolores,-36.3132,-57.6792,20.79,34,65,4.15,AR,1697296431
437,luanco,43.6152,-5.7934,17.79,86,100,3.58,ES,1697296431
438,vila velha,-20.3297,-40.2925,24.97,85,75,6.17,BR,1697296431
439,egilsstadir,65.2653,-14.3948,-1.05,59,40,3.6,IS,1697296431
440,tual,-5.6667,132.75,27.1,86,96,8.31,ID,1697296431
441,nabire,-3.3667,135.4833,24.7,91,100,1.19,ID,1697296431
442,yur'yevets,57.3201,43.1041,8.17,89,100,8.68,RU,1697296431
443,tsengel,49.4783,100.8894,5.81,69,0,1.48,MN,1697296431
444,inirida,3.8653,-67.9239,33.94,50,63,0.76,CO,1697296432
445,flores,16.9226,-89.8994,29.89,72,81,0.58,GT,1697296432
446,xiaoweizhai,26.1903,107.5125,14.42,91,2,1.3,CN,1697296432
447,saint-joseph,-21.3667,55.6167,23.21,78,63,4.65,RE,1697296432
448,sao jose da coroa grande,-8.8978,-35.1478,27.46,68,97,5.51,BR,1697296432
449,emmett,43.8735,-116.4993,14.0,61,100,1.79,US,1697296433
450,serravalle scrivia,44.7228,8.8564,22.87,75,75,2.24,IT,1697296433
451,brindisi,40.5833,17.6667,26.36,42,34,2.12,IT,1697296185
452,yankton,42.8711,-97.3973,8.95,93,100,5.66,US,1697296433
453,zahedan,29.4963,60.8629,23.95,27,40,2.06,IR,1697296433
454,nago,26.5881,127.9761,24.14,73,66,4.0,JP,1697296433
455,bang lamung,13.047,100.9289,29.06,60,97,1.68,TH,1697296433
456,kenai,60.5544,-151.2583,3.97,98,100,1.54,US,1697296434
457,kirakira,-10.4544,161.9205,25.98,87,11,2.82,SB,1697296434
458,pisco,-13.7,-76.2167,20.57,83,0,4.12,PE,1697296434
459,al fqih ben calah,32.5009,-6.6906,28.4,25,100,1.38,MA,1697296434
460,santa terezinha,-29.9002,-50.0904,18.06,70,7,5.61,BR,1697296434
461,dudinka,69.4058,86.1778,1.49,93,100,6.71,RU,1697296434
462,uturoa,-16.7333,-151.4333,25.88,73,10,6.04,PF,1697296434
463,juegang,32.3174,121.1855,18.84,72,32,3.19,CN,1697296435
464,fauske,67.2588,15.3918,6.08,73,100,1.65,NO,1697296435
465,kapuskasing,49.4169,-82.4331,6.05,93,100,4.12,CA,1697296435
466,hobyo,5.3505,48.5268,28.34,76,8,4.44,SO,1697296435
467,lingyuan,41.24,119.4011,11.48,40,0,2.12,CN,1697296435
468,tuy hoa,13.0833,109.3,25.59,90,96,1.8,VN,1697296435
469,mohr,54.3528,9.7167,12.05,66,24,12.86,DE,1697296435
470,umea,63.8284,20.2597,7.17,81,20,4.12,SE,1697296436
471,sokoni,-6.4333,39.55,27.34,78,3,4.74,TZ,1697296436
472,lompoc,34.6391,-120.4579,17.66,100,75,0.0,US,1697296436
473,laguna,38.421,-121.4238,18.16,70,75,2.06,US,1697296436
474,khor,47.8861,134.9464,9.79,72,0,2.85,RU,1697296436
475,olovyannaya,50.95,115.5667,4.1,34,0,8.07,RU,1697296436
476,morococha,-11.5997,-76.1411,5.47,71,98,2.45,PE,1697296436
477,alta,69.9689,23.2717,-1.41,80,75,3.6,NO,1697296437
478,kununurra,-15.7667,128.7333,21.99,73,51,1.54,AU,1697296437
479,stawell,-37.05,142.7667,6.13,94,63,1.53,AU,1697296437
480,gizo,-8.103,156.8419,27.09,81,71,1.67,SB,1697296437
481,sandnessjoen,66.0217,12.6316,6.06,65,75,5.66,NO,1697296437
482,dawesville,30.9224,-84.0091,21.49,90,100,2.68,US,1697296437
483,crucecita,-28.95,-58.9833,23.65,36,0,3.41,AR,1697296437
484,fortuna,40.5982,-124.1573,12.19,93,0,4.12,US,1697296277
485,cill airne,52.05,-9.5167,11.03,66,20,3.09,IE,1697296438
486,kantunilkin,21.0917,-87.45,32.03,57,100,2.4,MX,1697296438
487,safford,32.834,-109.7076,21.73,39,0,1.54,US,1697296172
488,georgetown,5.4112,100.3354,27.96,83,40,2.06,MY,1697296273
489,myingyan,21.4667,95.3833,26.26,77,0,1.49,MM,1697296438
490,alo,7.4178,6.7371,30.46,72,81,1.52,NG,1697296438
491,naberera,-4.2,36.9333,28.31,31,45,5.73,TZ,1697296438
492,lazaro cardenas,17.9583,-102.2,27.52,80,22,1.67,MX,1697296338
493,dryden,49.7833,-92.7503,5.16,87,100,2.57,CA,1697296439
494,kuta,-8.7233,115.1723,26.97,88,20,3.6,ID,1697296439
495,madaoua,14.073,5.96,38.21,13,100,5.53,NE,1697296439
496,ebaye,8.7748,167.7392,27.01,83,75,2.06,MH,1697296439
497,ambon,-3.6954,128.1814,28.26,95,40,1.03,ID,1697296439
498,santa rosa,14.3122,121.1114,28.99,78,80,3.04,PH,1697296406
499,lindsay,36.203,-119.0882,14.3,58,0,1.54,US,1697296439
500,anna regina,7.2644,-58.5077,31.11,64,99,4.11,GY,1697296439
501,korsakov,46.6328,142.7813,9.65,85,2,4.02,RU,1697296439
502,khandyga,62.6667,135.6,-10.71,98,100,0.55,RU,1697296440
503,nueva gerona,21.8833,-82.8,29.54,70,99,1.6,CU,1697296358
504,mirai,-21.1953,-42.6142,22.27,89,100,1.95,BR,1697296440
505,firozabad,27.15,78.4167,29.98,29,6,0.65,IN,1697296440
506,buka,40.8108,69.1986,11.6,38,5,2.73,UZ,1697296440
507,acarau,-2.8856,-40.12,31.62,54,22,8.71,BR,1697296440
508,kismayo,-0.3582,42.5454,26.92,82,23,6.35,SO,1697296381
509,dhuusamarreeb,5.535,46.3861,33.4,39,18,4.03,SO,1697296441
510,saint-denis,48.9167,2.3333,16.31,75,100,4.63,FR,1697296441
511,benjamin aceval,-24.9667,-57.5667,28.08,33,65,1.33,PY,1697296441
512,menongue,-14.6585,17.691,33.76,16,88,1.25,AO,1697296441
513,bathsheba,13.2167,-59.5167,31.34,70,20,4.12,BB,1697296441
514,togur,58.3631,82.8265,5.08,80,100,6.26,RU,1697296441
515,kamensk-ural'skiy,56.4185,61.9329,4.4,73,30,5.0,RU,1697296441
516,wotho,10.1657,166.0102,27.88,76,100,3.88,MH,1697296442
517,beira,-19.8436,34.8389,27.05,83,40,7.2,MZ,1697296442
518,kagizman,40.1567,43.1342,16.15,42,12,2.05,TR,1697296442
519,bogale,16.2833,95.4,24.84,93,34,2.69,MM,1697296442
520,goz beida,13.95,20.55,38.27,14,4,3.89,TD,1697296442
521,zuunmod,47.7069,106.9528,-2.43,60,0,1.14,MN,1697296442
522,karratha,-20.7377,116.8463,29.36,37,0,1.4,AU,1697296443
523,yeed,4.55,43.0333,32.95,41,78,3.24,SO,1697296443
524,garden city,42.3256,-83.331,9.92,94,100,8.23,US,1697296430
525,'ain el melh,34.8415,4.1638,25.57,14,0,2.22,DZ,1697296443
526,pacific grove,36.6177,-121.9166,12.79,92,75,0.0,US,1697296180
527,kievka,50.2619,71.5514,9.04,45,100,7.09,KZ,1697296443
528,bol'shoy kamen',43.1225,132.3583,14.87,73,100,1.61,RU,1697296443
529,port saint john's,-31.6229,29.5448,18.98,66,15,8.37,ZA,1697296444
530,ha'il,27.5219,41.6907,33.01,12,0,3.09,SA,1697296444
531,chaman,30.9236,66.4512,18.87,19,5,0.24,PK,1697296444
532,vuktyl,63.8567,57.3094,2.84,97,100,4.47,RU,1697296444
533,oum hadjer,13.2954,19.6966,39.2,14,11,4.02,TD,1697296444
534,malango,-2.9627,119.9001,19.81,97,89,0.69,ID,1697296444
535,kerikeri,-35.2268,173.9474,16.06,91,94,1.34,NZ,1697296444
536,castellanza,45.6124,8.9011,24.83,62,20,1.54,IT,1697296445
537,captainganj,26.9267,83.7153,24.35,62,0,1.59,IN,1697296445
538,laojunmiao,39.8333,97.7333,9.42,23,0,3.89,CN,1697296445
539,isla mujeres,21.2311,-86.731,31.03,72,97,4.58,MX,1697296361
540,mejit,10.2753,170.8646,27.33,77,98,4.0,MH,1697296445
541,champerico,14.3,-91.9167,30.3,80,12,3.33,GT,1697296445
542,parnu,58.3859,24.4971,11.05,82,40,8.23,EE,1697296445
543,arkhangel'sk,64.5401,40.5433,1.18,95,100,6.3,RU,1697296445
544,lepsy,46.235,78.9456,9.68,33,93,6.14,KZ,1697296446
545,segezha,63.7415,34.3222,6.08,93,100,8.49,RU,1697296446
546,portage la prairie,49.9728,-98.2926,8.27,58,100,1.55,CA,1697296227
547,callao,-12.0667,-77.15,21.16,73,40,3.09,PE,1697296446
548,new norfolk,-42.7826,147.0587,7.06,76,11,2.87,AU,1697296446
549,port douglas,-16.4833,145.4667,22.34,79,41,3.03,AU,1697296446
550,luanda,-8.8368,13.2343,26.0,83,75,2.57,AO,1697296446
551,sumbawa besar,-8.5,117.4333,24.07,74,68,1.87,ID,1697296446
552,araucaria,-25.5931,-49.4103,15.8,96,100,2.43,BR,1697296290
553,zyryanskoye,56.8306,86.6258,8.25,55,100,7.68,RU,1697296447
554,nikolayevsk-on-amure,53.1406,140.73,3.88,85,98,2.01,RU,1697296447
555,zheleznogorsk-ilimskiy,56.5768,104.1217,1.87,96,99,7.15,RU,1697296447
556,antofagasta,-23.65,-70.4,21.05,59,2,4.17,CL,1697296177
557,benguela,-12.5763,13.4055,24.37,74,92,4.3,AO,1697296447
558,san jose del guaviare,2.5729,-72.6459,27.72,75,100,1.01,CO,1697296447
559,puerto real,36.5282,-6.1901,27.07,78,20,4.63,ES,1697296447
560,khorixas,-20.3667,14.9667,29.4,11,79,6.14,NA,1697296447
561,plosca,44.0333,25.1333,25.26,29,31,1.86,RO,1697296448
562,jaru,-10.4389,-62.4664,40.85,27,4,1.09,BR,1697296448
563,mitu,1.1983,-70.1733,32.39,54,100,0.83,CO,1697296448
564,uglegorsk,49.0833,142.0333,10.33,86,5,3.0,RU,1697296448
565,plastun,44.7561,136.2939,12.27,66,100,2.68,RU,1697296448
566,aasiaat,68.7098,-52.8699,-1.28,62,85,10.59,GL,1697296448
567,tindouf,27.6711,-8.1474,35.25,13,0,1.54,DZ,1697296448
568,chernyshevskiy,63.0128,112.4714,-3.4,98,98,0.3,RU,1697296448
569,ardestan,33.3761,52.3694,21.71,34,46,1.84,IR,1697296449
570,manaure,11.7751,-72.4445,31.56,63,89,2.24,CO,1697296449
571,arish,31.1316,33.7984,24.69,62,14,5.18,EG,1697296449
572,sao tome,0.3365,6.7273,26.82,82,71,2.49,ST,1697296449
573,itacare,-14.2775,-38.9967,28.07,65,20,3.77,BR,1697296449
574,jamaame,0.0697,42.745,27.0,78,9,5.69,SO,1697296449
575,sao mateus do sul,-25.8742,-50.3828,14.06,93,100,1.55,BR,1697296196
576,brisas de zicatela,15.8369,-97.0419,28.29,65,75,1.54,MX,1697296449
577,santiago,-33.4569,-70.6483,24.05,41,0,2.57,CL,1697296203
578,okhotsk,59.3833,143.3,2.29,76,100,3.21,RU,1697296426
579,depalpur,22.85,75.55,26.22,41,72,2.56,IN,1697296450
580,qandala,11.472,49.8728,28.85,76,7,2.62,SO,1697296450
581,masjed soleyman,31.9364,49.3039,33.32,16,1,2.6,IR,1697296450
582,porbandar,21.6422,69.6093,27.87,62,0,5.05,IN,1697296450
583,gantang,26.92,119.6333,20.45,94,99,0.75,CN,1697296450
584,hastings,50.8552,0.5729,14.05,26,25,6.28,GB,1697296450
585,piacabucu,-10.4056,-36.4344,28.17,66,86,6.41,BR,1697296451
586,masuguru,-11.3667,38.4167,37.2,26,1,3.21,TZ,1697296451
587,martapura,-3.4167,114.85,27.05,100,100,1.54,ID,1697296451
588,aleksandrovsk,59.158,57.5624,5.12,99,91,1.79,RU,1697296451
589,dul'durga,50.6761,113.5931,1.43,57,12,4.56,RU,1697296451
590,zafarabad,25.7,82.7333,27.01,47,0,1.09,IN,1697296451
591,fisterra,42.9049,-9.2629,22.64,75,71,7.33,ES,1697296451
592,caleta de carquin,-11.0925,-77.6267,20.91,77,58,3.46,PE,1697296452
593,melekeok village,7.4957,134.6367,26.31,100,75,1.54,PW,1697296452
